Company Name,BSE id,NSE id
INDO-CITY INFOTECH LTD.-$,,INDOCITY
MINISPP,,MINISPP
SBEC SUGAR LTD.,,SBECSUG
AUROMED LTD.,,AUROMED
CMS INFOTECH LTD.,,CMSINFO
MEGA FIN (INDIA) LTD.,,MEGFI
REI AGRO LTD.,,REIAGROLTD
MEDICORP TECHNOLOGIES INDIA LTD.,,MEDTEDM
PANCHWATI HOLIDAY RESORTS LTD.,,PANHLRS
MANSUKH INDUSTRIES LTD.,,MANSUINDM
ARCHIT HOLDING &amp; CREDITS LTD.,,ARCHOLC
VRWOODA,,VRWOODA
BRIJLAXMI LEASING &amp; FINANCE LTD.,,BRIJLEAS
ALCHEMIST REALTY LTD.,,AREALTY
STOTZ-BLACKSMITHS LTD.,,STOTZBL
XO INFOTECH LTD.,,XOINFO
PLATINUM CORPORATION LTD.,,PLATINUM
SAI INFOSERVICES LTD.,,SAINFO
MUSKXMK,,MUSKXMK
ORICONT,,ORICONT
DENA BANK,,DENABANK
SIDDHARTHA PHARMACHEM LTD.,,SIDPHAR
BSEL INFRASTRUCTURE REALTY LTD.,,BSELINFRA
RELIABLE VENTURES INDIA LTD.,,RELIABVEN
GEMINI AGRITECH LTD.,,GEMINAGDM
RASPHOT,,RASPHOT
MOBILE TELECOMMUNICATIONS LTD.,,MOBILTEL
MOBTLCM,,MOBTLCM
HEXAWARE TECHNOLOGIES LTD.,,HEXAWARE
TRIUMPH INTERNATIONAL FINANCE INDIA LTD.,,TRIUMPIN
IFGL REFRACTORIES LTD.,,IFGLREFRAC
BANK OF BARODA,,BANKBARODA
BKBAROD,,BKBAROD
CLASSIC MUSHROOMS LTD.,,CLMUSRM
CPLARTS-B,,CPLARTS-B
SMC CREDITS LTD.,,SMCREDT
G-TECH INFO-TRAINING LTD.,,GTEIT
Mohite Industries Ltd,,MOHITE
ANDHRA CEMENTS LTD.,,ANDHRACEMT
SKM EGG PRODUCTS EXPORT (INDIA) LTD.,,SKMEGGPROD
H.S.INDIA LTD.,,HOTLSILV
CANPEP 94,,CANPENF
CILSON ORGANICS LTD.,,CILSNOR
KOLAR BIOTECH LTD.,,KOLARBIO
BANK OF INDIA,,BANKINDIA
INDRAPRASTHA MEDICAL CORP.LTD.,,INDRAMEDCO
ZTAUGEN,,ZTAUGEN
ZTAUNEW,,ZTAUNEW
RAIN CALCINING LTD.,,RAINCALCIN
SUN AND SHINE WORLDWIDE LTD.,,SUNSHINE
GAIL (INDIA) LTD.,,GAIL
Vaibhav Global Ltd,,VAIBHAVGBL
DOWELL'S ELEKTRO WERKE LTD.,,DOWELWE
SBI MAGNUM TAX PROFIT SCHEME 1994,,SBIMTXP
PUSHPANJALI FLORICULTURE LTD.,,PUSHPA
GUJARAT STATE FINANCIAL CORPORATION LTD.,,GUJSTATFIN
BAFFIN ENGINEERING PROJECTS LTD.,,BAFEG
JK PAPER LTD.,,JKPAPER
SAREGAMA INDIA LTD.,,SAREGAMA
MINOLTA FINANCE LTD.,,MINOLTAF
RANSI SOFTWARE (INDIA) LTD.,,RANSISOF
ALKA SECURITIES LTD.,,ALKASEC
OMKAR PHARMACHEM LTD.,,OMKARPH
MADRAS FERTILIZERS LTD.,,MADRASFERT
SUJAN TRADING &amp; FINANCE CO.LTD.,,SUJTRFI
DATT MEDIPRODUCTS LTD.,,DATT
Sphere Global Services Ltd.,,SPHEREGSL
CYBERTECH SYSTEMS AND SOFTWARE LTD.,,CYBERTECH
ICICI BANK LTD.,,ICICIBANK
PANASONIC AVC NETWORKS LTD.,,PAVCI
ZIGMA SOFTWARE LTD.-$,,ZIGMASOF
ENGINEERS INDIA LTD.,,ENGINERSIN
CORPORATION BANK,,CORPBANK
GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,,GMDCLTD
BLUE INFORMATION TECHNOLOGY LTD.,,BLINTEC
GAYATRI SUGARS LTD.,,GAYATRI
CALDYN AIRCON LTD.,,CALDYNA
INDUSIND BANK LTD.,,INDUSINDBK
INDIA TOURISM DEVELOPMENT CORPORATION LTD.,,ITDC
ARYAN PESTICIDES LTD.,,ARYANPE
STATE BANK OF TRAVANCORE,,SBT
TINNA FINEX LTD.,,TINNAFN
BOB ELSS 95,,BOBELSS
CANPEP 95,,CNBKPEP
NCL SECCOLAR LTD.,,NCLSECC
BHAGWATI COTTONS LTD.,,BHAGCOT
STATE BANK OF MYSORE,,MYSOREBANK
AMBUJA CEMENT EASTERN LTD.,,AMBCEMES
SBI MAGNUM EQUITY LINKED SCHEME 1995,,SBMAGNU
CYANAMID AGRO LTD.,,CYAAGDM
MANSAROVER PAPER &amp; INDUSTRIES LTD.,,MANPAIN
JAMMU &amp; KASHMIR BANK LTD.,,J&amp;KBANK
CITY UNION BANK LTD.,,CUB
SUN EARTH CERAMICS LTD.,,SUNEARTH
ARCHIES LTD.,,ARCHIES
INOX LEASING &amp; FINANCE LTD.,,INOXL
VISUALSOFT TECHNOLOGIES LTD.,,VISUALSOFT
AXIS BANK LTD.,,AXISBANK
HB STOCKHOLDINGS LTD.,,HBSTOCK
SIEL FINANCIAL SERVICES LTD.,,SIELFNS
SOUTH INDIAN BANK LTD.,,SOUTHBANK
ENERGY DEVELOPMENT COMPANY LTD.,,ENERGYDEV
MASTER VALUE UNIT PLAN 1998,,UTIMVUPDM
SONATA SOFTWARE LTD.,,SONATSOFTW
BENGAL TEA &amp; FABRICS LTD.,,BENGALT
NATIONAL ALUMINIUM CO.LTD.,,NATIONALUM
RADICO KHAITAN LTD.,,RADKHDM
INDIA NIPPON ELECTRICALS LTD.,,INDNIPPON
SQL STAR INTERNATIONAL LTD.-$,,SQL
TIMEBDM,,TIMEBDM
Polaris Consulting &amp; Services Limited,,POLARIS
NALWA SONS INVESTMENTS LTD.,,NSIL
TRANSTREAM INDIA.COM LTD.,,TRANSRIN
TCI INDUSTRIES LTD.,,TCIIND
INDAGE RESTAURANTS AND LEISURE LTD.,,INDAGERES
FLEXTRONICS SOFTWARE SYSTEMS LTD.,,FSS
Accelya Kale Solutions Limitd,,ACCELYA
CYBERMATE INFOTEK LTD.,,CYBERMAT
CENTURION BANK OF PUNJAB LTD.,,CBOP
QUINTEGRA SOLUTIONS LTD.,,QUINTEGRA
LANDMARC LEISURE CORPORATION LTD.,,LANDMARC
SYNDICATE BANK,,SYNDIBANK
HCL TECHNOLOGIES LTD.,,HCLTECH
Castex Technologies Ltd-$,,CASTEXTECH
KAASHYAP TECHNOLOGIES LTD.,,KAASHYAP
TCFC FINANCE LTD.,,TCFCFINQ
GEOJIT BNP PARIBAS FINANCIAL SERVICES LTD.,,GEOJITBNPP
JINDAL STEEL &amp; POWER LTD.,,JINDALSTEL
ENTEGRA LTD.,,ENTEGRA
BLB LTD.,,BLBLIMITED
KDL BIOTECH LTD.,,KOPDRUGS
SOFTWARE TECHNOLOGY GROUP INTERNATIONAL LTD.,,SOFTTECHGR
GLENMARK PHARMACEUTICALS LTD.,,GLENMARK
ZENITH INFOTECH LTD.,,ZENITHINFO
TELEVISION EIGHTEEN INDIA LTD.,,TV18
WOCKHARDT LTD.,,WOCKPHARMA
TATA COFFEE LTD.,,TATACOFFEE
SIBAR SOFTWARE SERVICES (INDIA) LTD.,,SIBARSOF
INTEGRATED HITECH LTD.,,INTEGHIT
KJMC Corporate Advisors (India) Ltd.,,KJMCCORP
IND-SWIFT LABORATORIES LTD.,,INDSWFTLAB
COMPUDYNE WINFOSYSTEMS LTD.-$,,COMPUDYNE
MELSTAR INFORMATION TECHNOLOGIES LTD.,,MELSTAR
EONOUR TECHNOLOGIES LTD.,,EONOUR
ALSTOM India Ltd,,AIL
SHREE RAMA MULTI-TECH LTD.,,SHREERAMA
TUTIS TECHNOLOGIES LTD.-$,,TUTIS
GEOMETRIC LTD.,,GEOMETRIC
MAHINDRA LIFESPACE DEVELOPERS LTD.,,MAHLIFE
PENTAGON GLOBAL SOLUTIONS LTD.,,PENTAGLO
TELESYS SOFTWARE LTD.,,TELESYS
S KUMARS.COM LTD.,,SKUMAR
BOB ELSS 97,,BOBEL97
GEMINI COMMUNICATION LTD.,,GEMINI
TVS FINANCE AND SERVICES LTD.,,TVSFIN
Vaarad Ventures Ltd,,VAARAD
CADILA HEALTHCARE LTD.,,CADILAHC
ELDER PHARMACEUTICALS LTD.,,ELDERPHARM
SHIVA CEMENT LTD.,,SHIVACEM
CINEVISTA LTD.,,CINEVISTA
VITAL COMMUNICATIONS LTD.,,VITALCOMM
INTENSE TECHNOLOGIES LTD.-$,,INTENTECH
ALLSOFT CORPORATION LTD.,,ALLSOFT
RANE BRAKE LINING LTD.,,RANEBRAKE
DANLAW TECHNOLOGIES INDIA LTD.-$,,DANLAW
BIOPAC INDIA CORPORATION LTD.-$,,BIOPAC
AJANTA PHARMA LTD.,,AJANTPHARM
CURA TECHNOLOGIES LTD.,,CURATECH
HB PORTFOLIO LTD.,,HBPOR
HB ESTATE DEVELOPERS LTD.,,HBESD
AMBICA AGARBATHIES &amp; AROMA INDUSTRIES LTD.,,AMBICAAGAR
BARON INFOTECH LTD.,,BARONINF
IGATE GLOBAL SOLUTIONS LTD.,,IGATE
VALUEMART INFO TECHNOLOGIES LTD.,,VALUEMART
COMPUCOM SOFTWARE LTD.-$,,COMPUSOFT
OMNI AXS SOFTWARE LTD.,,OMNIAX
IZMO Limited-$,,IZMO
Commex Technology Limited,,COMMEXTECH
TVS MOTOR COMPANY LTD.,,TVSMOTOR
SOFTSOL INDIA LTD.,,SOFTSOL
GATI LTD.,,GATI
BLUE STAR INFOTECH LTD.,,BLUESTINFO
HELIOS &amp; MATHESON INFORMATION TECHNOLOGY LTD.-$,,HELIOSMATH
SUBEX LTD.,,SUBEX
TRANSPORT CORPORATION OF INDIA LTD.,,TCI
PADMALAYA TELEFILMS LTD.,,PADMALAYAT
AKSH OPTIFIBRE LTD.,,AKSHOPTFBR
KIRLOSKAR MULTIMEDIA LTD.,,KIRLMU
SIBAR MEDIA &amp; ENTERTAINMENT LTD.,,SIBARMED
Virgo Global Media Limited,,VIRGOGLOB
PICTUREHOUSE MEDIA LTD.,,PICTUREHS
TRIVENI ENGINEERING &amp; INDUSTRIES LTD.,,TRIVENI
MUKTA ARTS LTD.,,MUKTAARTS
TELEDATA INFORMATICS LTD.,,TELEDATAGL
HIT KIT GLOBAL SOLUTIONS LTD.,,HITKITGLO
VINTAGE CARDS &amp; CREATIONS LTD.,,VINCARDS
SHAPRE GLOBAL INFO SERVICES LTD.,,SHAPRDM
NAGPUR POWER &amp; INDUSTRIES LTD.,,NAGPI
CTIL LTD.,,CTIL
CYBERSCAPE MULTIMEDIA LTD.,,CYBERSC
DYNACONS SYSTEMS &amp; SOLUTIONS LTD.,,DSSL
PNB GILTS LTD.,,PNBGILTS
KANIKA INFOTECH LTD.,,KANIKAIN
RAMCO INDUSTRIES LTD.,,RAMCOIND
RAMCO SYSTEMS LTD.,,RAMCOSYS
TATA TELESERVICES (MAHARASHTRA) LTD.,,TTML
Virinchi Ltd,,VIRINCHI
WEP SOLUTIONS LTD.,,WEPSOLN
STERLITE TECHNOLOGIES LTD.,,STRTECH
TIPS INDUSTRIES LTD.,,TIPSINDLTD*
MRO-TEK LTD.,,MRO-TEK
BATHINA TECHNOLOGIES (INDIA) LTD.,,BATHINAT
UNIVERSAL ARTS LTD.,,UNIVARTS
FIRSTOBJECT TECHNOLOGIES LTD.,,FIRSTOBJ
BABA ARTS LTD.-$,,BABA
INDUS NETWORKS LTD.,,INDUSNET
BALAJI TELEFILMS LTD.,,BALAJITELE
VISION ORGANICS LTD.,,VISIONLTD
TYCHE INDUSTRIES LTD.,,TYCHE
AZTECSOFT LTD.,,AZTECSOFT
CALIFORNIA SOFTWARE CO.LTD.,,CALSOFT
PRITISH NANDY COMMUNICATIONS LTD.,,PNC
INDIAN OVERSEAS BANK,,IOB
VALECHA ENGINEERING LTD.-$,,VALECHAENG
TAJGVK HOTELS &amp; RESORTS LTD.,,TAJGVK
OPTO CIRCUITS (INDIA) LTD.,,OPTOCIRCUI
CREATIVE EYE LTD.,,CREATIVEYE
GESBBPH,,GESBBPH
GEBBDM,,GEBBDM
AXISCADES Engineering Technologies Ltd,,AXISCADES
VANTEL TECHNOLOGIES LTD.,,VANTEL
ARMS PAPER LTD.,,ARMSPAPER
Usha Martin Education &amp; Solutions Limited,,UMESLTD
RELIANCE MEDIAWORKS LTD.,,RELMEDIA
VIJAYA BANK,,VIJAYABANK
USG TECH SOLUTIONS LTD.,,USGTECH
FOURTH GENERATION INFORMATION SYSTEMS LTD.,,4THGEN
SAVEN TECHNOLOGIES LTD.,,7TEC
CCS INFOTECH LTD.,,CCSIN
AVANTEL LTD.,,AVANTEL
MOSCHIP SEMICONDUCTOR TECHNOLOGY LTD.,,MOSCHIP
MEGASOFT LTD.,,MEGASOFT
SYNGENTA INDIA LTD.,,SYGENTA
TRANSCORP INTERNATIONAL LTD.,,TRANSCOR
VISESH INFOTECNICS LTD.,,VISESHINFO
RYMBBPH,,RYMBBPH
CEREBRA INTEGRATED TECHNOLOGIES LTD.,,CEREBRAINT
IKF TECHNOLOGIES LTD.,,IKFTECH
SELBBPH,,SELBBPH
NEXT MEDIAWORKS LTD.,,NEXTMEDIA
E.STAR INFOTECH LTD.,,ESTAR
ANDHRA BANK,,ANDHRABANK
SMARTLINK NETWORK SYSTEMS LTD.,,SMARTLINK
FENBBPH,,FENBBPH
IQ INFOTECH LTD.,,IQINF
SEQUELSOFT INDIA LTD.,,SEQSOFT
JATBBPH,,JATBBPH
GODREJ CONSUMER PRODUCTS LTD.,,GODREJCP
GULSHAN CHEMFILL LTD.,,GULCHEM
SEMBBPH,,SEMBBPH
RELBBPH,,RELBBPH
WINBBPH,,WINBBPH
STEBBPH,,STEBBPH
BF UTILITIES LTD.-$,,BFUTILITIE
BDMBBPH,,BDMBBPH
UNITED SPIRITS LTD.,,UNITDSPR
BRTPHBB,,BRTPHBB
BHMBBPH,,BHMBBPH
Sanmit Infra Limited,,SANINFRA
KEIBBPH,,KEIBBPH
OCIBBPH,,OCIBBPH
JOFBBPH,,JOFBBPH
GOLDSTONE INFRATECH LTD.,,GOLDINFRA
MPS LTD.,,MPSLTD
RAINBOW DENIM LTD.,,RAINBOWDQ
MW UNITEXX LTD.,,MWTEXX
CERA SANITARYWARE LTD.,,CERA
T.SPIRITUAL WORLD LTD.,,TSPIRITUAL
EXDBBPH,,EXDBBPH
GOCBBPH,,GOCBBPH
SOLVAY PHARMA INDIA LTD.,,DUPHARPH
HERBBPH,,HERBBPH
GGDBBPH,,GGDBBPH
BLCBBPH,,BLCBBPH
HNDBBPH,,HNDBBPH
SOUTH ASIAN PETROCHEM LTD.,,SAPETRO
BLSBBPH,,BLSBBPH
BHARTI AIRTEL LTD.,,BHARTIARTL
SHALIMAR WIRES INDUSTRIES LTD.,,SHALIWIR
COMPUAGE INFOCOM LTD.,,COMPUAGE
GULSHAN POLYOLS LTD.,,GULPOLY
IVPPHBB,,IVPPHBB
Aunde India Limited-$,,AUNDEIND
PONNI SUGARS (ERODE) LTD.,,PONNIERODE
PUNJAB NATIONAL BANK,,PNB
DEEBBPH,,DEEBBPH
RSL TEXTILES (INDIA) LTD.,,RSLTEXTIL
RAMCO SUPER LEATHERS LTD.,,RAMCOSUP
TAFNCCPEQ,,TAFNCCPEQ
ORACLE FINANCIAL SERVICES SOFTWARE LTD.,,OFSS
HAZOOR MULTI PROJECTS LTD.-$,,HAZOOR
Kama Holdings Limited-$,,KAMAHOLD
MATHER &amp; PLATT PUMPS LTD.,,MPPLQ
MATHER &amp; PLATT FIRE SYSTEMS LTD.,,MPFSL
SIRPURBBPH,,SIRPURBBPH
GLOFAME COTSPIN INDUSTRIES LTD.,,GLOFAME
SRFPOBBPH,,SRFPOBBPH
SOLITARBBPH,,SOLITARBBPH
APTECH LTD.,,APTECHT
VENPHBB,,VENPHBB
UNION BANK OF INDIA,,UNIONBANK
UNITED BREWERIES LTD.-$,,UBL
ISMT LTD.,,ISMTLTD
ALLAHABAD BANK,,ALBK
NOIDA TOLL BRIDGE COMPANY LTD.,,NOIDATOLL
GRANULES INDIA LTD.-$,,GRANULES
CANARA BANK,,CANBK
SUNBBPH,,SUNBBPH
BALMER LAWRIE INVESTMENTS LTD.,,BLIL
POKARNA LTD.,,POKARNA
ECEINDBBPH,,ECEINDBBPH
DIVI'S LABORATORIES LTD.,,DIVISLAB
ARVIND PRODUCTS LTD.,,ARVINPRO
RANE ENGINE VALVE LTD.,,RANENGIN
ECE INDUSTRIES LTD.-$,,ECEIND
INDO GULF FERTILISERS LTD.,,INDOGULFFE
ASTRA MICROWAVE PRODUCTS LTD.,,ASTRAMICRO
MICRO TECHNOLOGIES (INDIA) LTD.-$,,MICROTECH
FINLNCBBPH,,FINLNCBBPH
SHRIRAM CITY UNION FINANCE LTD.,,SHRIRAMCIT
MARUTI SUZUKI INDIA LTD.,,MARUTI
INDO RAMA TEXTILES LTD.,,INDORAMTX
MAZDABBPH,,MAZDABBPH
RAJAPALAYAM MILLS LTD.-$,,RAJPALAYAM
Navin Fluorine International Limited-$,,NAVINFLUOR
UCO BANK,,UCOBANK
ACESFEXBBPH,,ACESFEXBBPH
B.A.G.FILMS &amp; MEDIA LTD.,,BAGFILMS
JINDAL STAINLESS LTD.,,JSL
SUPRAJIT ENGINEERING LTD.-$,,SUPRAJIT
ASLEYF,,ASLEYF
EXCEL CROP CARE LTD.,,EXCELCROP
INDRAPRASTHA GAS LTD.,,IGL
TV TODAY NETWORK LTD.,,TVTODAY
SURYA PHARMACEUTICAL LTD.,,SURYAPHARM
PATNI COMPUTER SYSTEMS LTD.,,PATNI
Florence Investech Limited-$,,FLORENCE
JK SUGAR LTD.-$,,JKSUGAR
PETRONET LNG LTD.,,PETRONET
BIOCON LTD.,,BIOCON
PTC INDIA LTD.,,PTC
BANK OF MAHARASHTRA,,MAHABANK
DISHMAN PHARMACEUTICALS &amp; CHEMICALS LTD.,,DISHMAN
RAMKRISHNA FORGINGS LTD.,,RKFORGE
DATAMATICS GLOBAL SERVICES LTD.,,DATAMATICS
NEW DELHI TELEVISION LTD.,,NDTV
MASTEKBBPH,,MASTEKBBPH
Strides Shasun Ltd,,STAR
JAIPRAKASH ASSOCIATES LTD.,,JPASSOCIAT
AVERYBBPH,,AVERYBBPH
RELBBPHY,,RELBBPHY
BRITANIBBPH,,BRITANIBBPH
KOJAM FININVEST LTD.,,KOJAM
LUMAX AUTOMOTIVE SYSTEMS LTD.,,LUMAXAUTO
ULTRATECH CEMENT LTD.,,ULTRACEMCO
MINDA INDUSTRIES LTD.-$,,MINDAIND
TATA CONSULTANCY SERVICES LTD.,,TCS
NIIT TECHNOLOGIES LTD.,,NIITTECH
CREW B.O.S.PRODUCTS LTD.,,CREWBOS
INDIABULLS FINANCIAL SERVICES LTD.,,IBULLS
FRESENIUS KABI ONCOLOGY LTD.,,FKONCO
CENTURY PLYBOARDS (I) LTD.-$,,CENTURYPLY
Welspun Enterprises Ltd,,WELENT
NTPC LTD.,,NTPC
S.A.L.STEEL LTD.,,SALSTEEL
JBM AUTO LTD.,,JBMA
PAREKH ALUMINEX LTD.,,PARAL
ONTRACK SYSTEMS LTD.,,ONTRACK
DECCAN CHRONICLE HOLDINGS LTD.,,DCHL
Bharati Defence and Infrastructure Ltd,,BHARATIDIL
DWARIKESH SUGAR INDUSTRIES LTD.,,DWARKESH
RILBBPH,,RILBBPH
INDOCO REMEDIES LTD.,,INDOCO
MAXWELL INDUSTRIES LTD.,,MAXWELL
IMPEX FERRO TECH LTD.,,IMPEXFERRO
XCHANGING SOLUTIONS LTD.,,XCHANGING
JET AIRWAYS (INDIA) LTD.,,JETAIRWAYS
VISHAL EXPORTS OVERSEAS LTD.,,VISHALEXPO
UTV SOFTWARE COMMUNICATIONS LTD.,,UTVSOF
AEGISLOGBB,,AEGISLOGBB
MORARJEE TEXTILES LTD.,,MORARJEE
GATEWAY DISTRIPARKS LTD.,,GDL
N.R.INTERNATIONAL LTD.,,NRINTER
JINDAL PHOTO LTD.,,JINDALPHOT
DILBBPH,,DILBBPH
PONDY OXIDES &amp; CHEMICALS LTD.,,PONDYOXIDE
3I INFOTECH LTD.,,3IINFOTECH
MCNALLY BHARAT ENGINEERING COMPANY LTD.,,MBECL
GOKALDAS EXPORTS LTD.,,GOKEX
FAME INDIA LTD.,,FAMEINDIA
GLAXOSMBBPH,,GLAXOSMBBPH
ALLSEC TECHNOLOGIES LTD.,,ALLSEC
ETCBBPH,,ETCBBPH
MANGALAM DRUGS &amp; ORGANICS LTD.,,MANGALAM
SHOPPERS STOP LTD.,,SHOPERSTOP
POLARISBBPH,,POLARISBBPH
CYBER MEDIA (INDIA) LTD.,,CYBERMEDIA
SHREE GANESH FORGINGS LTD.,,SGFL
J.K.CEMENT LTD.,,JKCEMENT
BEEYU OVERSEAS LTD.,,BEEYU
UNIPLY INDUSTRIES LTD.,,UNIPLY
PROVOGUE (INDIA) LTD.,,PROVOGE
YES BANK LTD.,,YESBANK
NECTAR LIFESCIENCES LTD.,,NECLIFE
MSP STEEL &amp; POWER LTD.,,MSPL
KARNATAKA BANK LTD.,,KTKBANK
HSBC INVESTDIRECT (INDIA) LTD.,,HINVDIR
MCLEOD RUSSEL INDIA LTD.,,MCLEODRUSS
SHRI RAMRUPAI BALAJI STEELS LTD.,,BALASTEELS
FACOR ALLOYS LTD.,,FACORALL
FACOR STEELS LTD.,,FACORSTE
EON ELECTRIC LTD.,,EON
IDFC LIMITED,,IDFC
VIVIMED LABS LTD.,,VIVIMEDLAB
RANE (MADRAS) LTD.,,RML
HT MEDIA LTD.,,HTMEDIA
SASKEN COMMUNICATION TECHNOLOGIES LTD.,,SASKEN
AMAR REMEDIES LTD.,,AMAR
RAJVIR INDUSTRIES LTD.,,RAJVIR
FCS SOFTWARE SOLUTIONS LTD.,,FCSSOFT
SUZLON ENERGY LTD.,,SUZLON
AURIONPRO SOLUTIONS LTD.,,AURIONPRO
SOUTHERN ONLINE BIO TECHNOLOGIES LTD.,,SBTL
SHREE RENUKA SUGARS LTD.,,RENUKA
JYOTHY CONSUMER PRODUCTS LTD.,,JYOTHYCONS
GLODYNE TECHNOSERVE LTD.,,GLODYNE
K.M.SUGAR MILLS LTD.,,KMSUGAR
BANNARI AMMAN SPINNING MILLS LTD.,,BASML
PRITHVI INFORMATION SOLUTIONS LTD.,,PRITHVI
PBA INFRASTRUCTURE LTD.,,PBAINFRA
VIKASH METAL &amp; POWER LTD.,,VIKASHMET
BOMBAY RAYON FASHIONS LTD.,,BRFL
PRIMESEBBPH,,PRIMESEBBPH
IBULLSBBPH,,IBULLSBBPH
ABG SHIPYARD LTD.,,ABGSHIP
AIA ENGINEERING LTD.,,AIAENG
EVEREST KANTO CYLINDER LTD.,,EKC
SRFPOLYBBPH,,SRFPOLYBBPH
KERNEX MICROSYSTEMS (INDIA) LTD.,,KERNEX
REPRO INDIA LTD.,,REPRO
COMPULINK SYSTEMS LTD.,,COMSYS
PVR LTD.,,PVR
RAMSARUP INDUSTRIES LTD.,,RAMSARUP
TULIP TELECOM LTD.,,TULIP
RADHA MADHAV CORPORATION LTD.,,RMCL
PUNJ LLOYD LTD.,,PUNJLLOYD
BARTRONICS INDIA LTD.,,BARTRONICS
CELEBRITY FASHIONS LTD.,,CELEBRITY
EDUCOMP SOLUTIONS LTD.,,EDUCOMP
NITIN SPINNERS LTD.,,NITINSPIN
ROYAL ORCHID HOTELS LTD.,,ROHLTD
ENTERTAINMENT NETWORK (INDIA) LTD.,,ENIL
SREE SAKTHI PAPER MILLS LTD.,,SREESAKHTI
GUJARAT STATE PETRONET LTD.,,GSPL
RELIANCE CAPITAL VENTURES LTD.,,RCAPVL
RELIANCE ENERGY VENTURES LTD.,,RENVL
JAGRAN PRAKASHAN LTD.,,JAGRAN
INOX LEISURE LTD.,,INOXLEISUR
DYNEMIC PRODUCTS LTD.,,DYNPRO
GVK POWER &amp; INFRASTRUCTURE LTD.,,GVKPIL
RELIANCE NATURAL RESOURCES LTD.,,RNRL
SADBHAV ENGINEERING LTD.,,SADBHAV
SUNIL HITECH ENGINEERS LTD.,,SUNILHITEC
RELIANCE COMMUNICATIONS LTD.,,RCOM
SAKUMA EXPORTS LTD.,,SAKUMA
KEC INTERNATIONAL LTD.,,KEC
GITANJALI GEMS LTD.,,GITANJALI
GILLANDERS ARBUTHNOT &amp; CO.LTD.,,GILLANDERS
INDO TECH TRANSFORMERS LTD.,,INDOTECH
PRATIBHA INDUSTRIES LTD.,,PRATIBHA
B.L.KASHYAP AND SONS LTD.,,BLKASHYAP
MAHINDRA &amp; MAHINDRA FINANCIAL SERVICES LTD.,,M&amp;MFIN
VISA STEEL LTD.,,VISASTEEL
NITCO LTD.,,NITCO
MONNET PROJECT DEVELOPERS LTD.,,MONNETPRO
MOUNTEVEREST TRADING &amp; INVESTMENT LTD.,,MOUNTEVTR
SOLAR INDUSTRIES INDIA LTD.,,SOLARINDS
GALLANTT METAL LTD.,,GALLANTT
ADHUNIK METALIKS LTD.,,ADHUNIK
MALU PAPER MILLS LTD.,,MALUPAPER
UTTAM SUGAR MILLS LTD.,,UTTAMSUGAR
STL GLOBAL LTD.,,SGL
ROHIT FERRO-TECH LTD.,,ROHITFERRO
KEWAL KIRAN CLOTHING LTD.,,KKCL
SUN TV NETWORK LTD.,,SUNTV
GODAWARI POWER &amp; ISPAT LTD.,,GPIL
POWERSOFT GLOBAL SOLUTIONS LTD.,,POWERSOF
EMKAY GLOBAL FINANCIAL SERVICES LTD.,,EMKAY
TANTIA CONSTRUCTIONS LTD.,,TANTIACONS
PLETHICO PHARMACEUTICALS LTD.,,PLETHICO
LOKESH MACHINES LTD.,,LOKESHMACH
Kamdhenu Ltd,,KAMDHENU
GTN TEXTILES LTD.,,GTNTEX
Inditrade Capital Limited,,INDICAP
UNITY INFRAPROJECTS LTD.,,UNITY
KINGFISHER AIRLINES LTD.,,KFA
PRIME FOCUS LTD.,,PFOCUS
ALLCARGO LOGISTICS LTD.,,ALLCARGO
SRFLTDBBPH,,SRFLTDBBPH
EASUN REYROLLE LTD.,,EASUNREYRL
REVTEQBBPH,,REVTEQBBPH
ASHIM INVESTMENT COMPANY LTD.,,ASHIM
GMR INFRASTRUCTURE LTD.,,GMRINFRA
TECH MAHINDRA LTD.,,TECHM
VOLTAMP TRANSFORMERS LTD.,,VOLTAMP
KEW INDUSTRIES LTD.,,KEWIND
ATLANTA LTD.,,ATLANTA
DEEP INDUSTRIES LTD.,,DEEPIND
HOV SERVICES LTD.,,HOVS
ACTION CONSTRUCTION EQUIPMENT LTD.,,ACE
ICIBBPH,,ICIBBPH
USHER AGRO LTD.,,USHERAGRO
RICHA INDUSTRIES LTD.,,RICHAIND
GAYATRI PROJECTS LTD.,,GAYAPROJ
FIEM INDUSTRIES LTD.,,FIEMIND
HANUNG TOYS &amp; TEXTILES LTD.,,HANUNG
JHS SVENDGAARD LABORATORIES LTD.,,JHS
DCB Bank Limited,,DCBBANK
GLOBAL VECTRA HELICORP LTD.,,GLOBALVECT
ACCEL FRONTLINE LTD.,,AFL
GTL INFRASTRUCTURE LTD.,,GTLINFRA
SHIVAM AUTOTECH LTD.,,SHIVAMAUTO
INFO EDGE (INDIA) LTD.,,NAUKRI
LANCO INFRATECH LTD.,,LITL
TORRENT POWER LTD.,,TORNTPOWER
PARSVNATH DEVELOPERS LTD.,,PARSVNATH
BLUE BIRD (INDIA) LTD.,,BLUEBIRD
SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,,SUTLEJTEX
LT FOODS LTD.,,DAAWAT
RUCHIRA PAPERS LTD.,,RUCHIRA
GOL OFFSHORE LTD.,,GTOFFSHORE
ESS DEE ALUMINIUM LTD.,,ESSDEE
